0.005	0.002	0.006	0.05	0.007	0.006	0.005	0.011	0.011	0.03	0.011	0.005	0.007	0.011	0.009	0.005	0.005	0.006	0.005	0.005	0.005	0.006	0.005	0.015	0.007	0.005	0.004	0.006	0.007	0.004	0.006	0.013	0.017	0.005	0.007	0.004	1.024	0.009	0.009	0.005	0.002	0.002	0.003	0.001	0.004	0.004	0.004	0.07	0.004	0.007	0.001	0.009	0.008	0.003	0.001	0.003	0.003	0.006	0.004	0.003	0.007	0.003	0.000
0.002	0.001	0.003	0.003	0.005	0.003	0.003	0.004	0.004	0.004	0.004	0.003	0.004	0.004	0.004	0.003	0.008	0.003	0.003	0.003	0.003	0.003	0.004	0.003	0.003	0.003	0.002	0.003	0.006	0.006	0.002	0.004	0.004	0.002	0.002	0.005	0.005	1.252	0.071	0.007	0.001	0.001	0.002	0.001	0.002	0.002	0.003	0.045	0.002	0.006	0.001	0.005	0.003	0.001	0.001	0.002	0.002	0.006	0.038	0.006	0.004	0.002	0.000
0.007	0.003	0.02	0.015	0.023	0.014	0.02	0.026	0.021	0.015	0.021	0.015	0.024	0.033	0.035	0.024	0.029	0.02	0.018	0.02	0.018	0.018	0.018	0.012	0.033	0.019	0.013	0.015	0.01	0.018	0.011	0.011	0.013	0.011	0.012	0.021	0.012	0.009	1.19	0.014	0.003	0.003	0.007	0.005	0.008	0.014	0.013	0.012	0.01	0.011	0.002	0.014	0.011	0.012	0.006	0.01	0.015	0.015	0.023	0.011	0.014	0.011	0.000
0.017	0.008	0.02	0.034	0.031	0.029	0.027	0.032	0.036	0.035	0.033	0.03	0.033	0.032	0.03	0.029	0.044	0.033	0.034	0.043	0.047	0.031	0.034	0.042	0.047	0.031	0.026	0.039	0.039	0.036	0.025	0.029	0.032	0.029	0.031	0.024	0.107	0.041	0.054	1.181	0.061	0.043	0.06	0.008	0.077	0.037	0.035	0.057	0.034	0.036	0.01	0.051	0.045	0.021	0.011	0.021	0.022	0.029	0.032	0.053	0.062	0.016	0.000
0.028	0.016	0.023	0.027	0.034	0.03	0.03	0.032	0.031	0.029	0.034	0.026	0.032	0.03	0.035	0.031	0.027	0.032	0.031	0.03	0.029	0.031	0.029	0.034	0.034	0.033	0.033	0.039	0.038	0.043	0.026	0.031	0.031	0.025	0.024	0.032	0.029	0.024	0.027	0.026	1.103	0.179	0.061	0.031	0.021	0.025	0.021	0.031	0.022	0.031	0.008	0.043	0.026	0.032	0.011	0.017	0.031	0.034	0.037	0.074	0.027	0.021	0.000
0.009	0.002	0.004	0.006	0.007	0.005	0.005	0.006	0.005	0.006	0.006	0.005	0.005	0.005	0.006	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.005	0.006	0.008	0.008	0.008	0.01	0.007	0.006	0.012	0.015	0.009	0.009	0.007	0.006	0.006	0.007	0.005	0.005	0.006	1.049	0.006	0.006	0.008	0.008	0.004	0.007	0.007	0.018	0.001	0.009	0.008	0.004	0.002	0.006	0.005	0.006	0.008	0.005	0.006	0.004	0.000
0.018	0.009	0.016	0.014	0.024	0.022	0.019	0.021	0.022	0.016	0.024	0.018	0.02	0.025	0.019	0.018	0.019	0.02	0.021	0.017	0.034	0.024	0.017	0.015	0.012	0.013	0.015	0.022	0.03	0.016	0.013	0.022	0.016	0.013	0.011	0.015	0.028	0.012	0.035	0.017	0.131	0.28	1.071	0.009	0.01	0.011	0.014	0.024	0.01	0.021	0.003	0.016	0.014	0.008	0.004	0.008	0.009	0.013	0.014	0.05	0.012	0.007	0.000
0.016	0.008	0.023	0.03	0.031	0.041	0.034	0.035	0.044	0.03	0.033	0.025	0.035	0.033	0.031	0.034	0.029	0.032	0.033	0.032	0.029	0.036	0.034	0.042	0.028	0.029	0.027	0.048	0.037	0.077	0.035	0.03	0.051	0.039	0.037	0.061	0.034	0.048	0.037	0.031	0.028	0.047	0.031	1.017	0.037	0.028	0.024	0.045	0.033	0.038	0.008	0.056	0.034	0.019	0.018	0.025	0.041	0.035	0.054	0.032	0.05	0.05	0.000
0.04	0.02	0.048	0.062	0.057	0.066	0.058	0.072	0.067	0.061	0.064	0.067	0.063	0.063	0.064	0.061	0.071	0.066	0.067	0.071	0.084	0.062	0.074	0.057	0.057	0.068	0.087	0.069	0.07	0.064	0.061	0.061	0.062	0.084	0.063	0.049	0.104	0.064	0.073	0.108	0.04	0.024	0.041	0.027	1.14	0.145	0.062	0.089	0.123	0.063	0.016	0.099	0.096	0.04	0.024	0.049	0.058	0.068	0.078	0.112	0.084	0.035	0.000
0.014	0.005	0.018	0.029	0.026	0.03	0.027	0.031	0.031	0.028	0.035	0.067	0.038	0.03	0.027	0.029	0.039	0.034	0.035	0.059	0.059	0.03	0.036	0.023	0.022	0.029	0.04	0.037	0.032	0.024	0.023	0.023	0.027	0.028	0.02	0.021	0.049	0.029	0.027	0.054	0.011	0.008	0.017	0.012	0.075	1.074	0.041	0.041	0.059	0.029	0.007	0.023	0.038	0.01	0.01	0.027	0.023	0.027	0.036	0.025	0.029	0.016	0.000
